datadate,year,tic,conm,cik,conml
31dec2014,2014,"Z","ZILLOW GROUP INC","0001617640","Zillow Group Inc"
30sep2004,2004,"SIEGY","SIEMENS AG","0001135644","Siemens AG"
31dec2013,2013,"OAS","OASIS PETROLEUM INC","0001486159","Oasis Petroleum Inc"
31dec2012,2012,"GT","GOODYEAR TIRE & RUBBER CO","0000042582","Goodyear Tire & Rubber Co"
31dec2006,2006,"AGRPY","ABSA GROUP LTD","0001064772","Absa Group Ltd"
31dec2013,2013,"KOG","KODIAK OIL & GAS CORP","0001322866","Kodiak Oil & Gas Corp"
31dec2010,2010,"ABEV","AMBEV SA","0001565025","Ambev SA"
31mar2006,2005,"BKRIY","BANK OF IRELAND GROUP PLC","0001715773","Bank Of Ireland Group Plc"
31dec2005,2005,"SCCO","SOUTHERN COPPER CORP","0001001838","Southern Copper Corp"
31dec2002,2002,"HI2","HOUSEHOLD FINANCE CORP","0000048681","Household Finance Corp"
31dec2015,2015,"8844B","ABBEY NATL TREASURY SVCS PLC","0000931061","Abbey National Treasury Services plc"
31dec2003,2003,"DANOY","DANONE SA","0001048515","Danone SA"
31dec2014,2014,"UPMMY","UPM-KYMMENE CORP","0001089642","Upm-Kymmene Corp"
31mar2002,2001,"SANYY","SANYO ELECTRIC CO LTD","0000800863","Sanyo Electric Co Ltd"
31mar2008,2007,"NLOK","NORTONLIFELOCK INC","0000849399","NortonLifeLock Inc"
31dec2005,2005,"ASB","ASSOCIATED BANC-CORP","0000007789","Associated Banc-Corp"
31dec2002,2002,"PSO","PEARSON PLC","0000938323","Pearson PLC"
31dec2013,2013,"GOLD","BARRICK GOLD CORP","0000756894","Barrick Gold Corp"
31dec2014,2014,"SNN","SMITH & NEPHEW PLC","0000845982","Smith & Nephew PLC"
31dec2009,2009,"AIBYY","AIB GROUP PLC","0001728918","AIB Group PLC"
31dec2009,2009,"AAL","AMERICAN AIRLINES GROUP INC","0000006201","American Airlines Group Inc"
31dec2004,2004,"AMD","ADVANCED MICRO DEVICES","0000002488","Advanced Micro Devices Inc"
30apr2011,2010,"NTAP","NETAPP INC","0001002047","NetApp Inc"
31dec2013,2013,"VLO","VALERO ENERGY CORP","0001035002","Valero Energy Corp"
31dec2015,2015,"INSYQ","INSYS THERAPEUTICS INC","0001516479","Insys Therapeutics Inc"
31jan2003,2002,"TECD","TECH DATA CORP","0000790703","Tech Data Corp"
31dec2010,2010,"HCA","HCA HEALTHCARE INC","0000860730","HCA Healthcare Inc"
31dec2016,2016,"SGEN","SEAGEN INC","0001060736","Seagen Inc"
31dec2002,2002,"DASTY","DASSAULT SYSTEMS SA","0001016118","Dassault Systemes SA"
31dec2006,2006,"C","CITIGROUP INC","0000831001","Citigroup Inc"
31dec2012,2012,"JNJ","JOHNSON & JOHNSON","0000200406","Johnson & Johnson"
31dec2009,2009,"DOW2","UNION CARBIDE CORP","0000100790","Union Carbide Corp"
31mar2012,2011,"FLEX","FLEX LTD","0000866374","Flex Ltd"
31dec2001,2001,"BAESY","BAE SYSTEMS PLC","0000895564","BAE Systems PLC"
31dec2008,2008,"MVL","MARVEL ENTERTAINMENT INC","0000933730","Marvel Entertainment Inc"
30jun2016,2016,"STX","SEAGATE TECHNOLOGY HOLDINGS","0001137789","Seagate Technology Holdings plc"
30nov2004,2004,"SNSAY","STOLT NIELSEN LTD","0001458660","Stolt-Nielsen Ltd"
31dec2002,2002,"AEP4","KENTUCKY POWER","0000055373","Kentucky Power"
31dec2011,2011,"LFRGY","LAFARGE SA","0000913785","Lafarge SA"
31dec2007,2007,"IP","INTL PAPER CO","0000051434","International Paper Co"
31dec2004,2004,"TLDAY","TDC A/S","0001605975","TDC A/S"
31dec2014,2014,"NGLOY","ANGLO AMERICAN PLC","0001088370","Anglo American PLC"
31dec2007,2007,"GENZ","GENZYME CORP","0000732485","Genzyme Corp"
31dec2001,2001,"5946B","SERVICEMASTER CO","0001052045","ServiceMaster Co LLC (The)"
31dec2016,2016,"DST","DST SYSTEMS INC","0000714603","DST Systems Inc."
31dec2004,2004,"AEP","AMERICAN ELECTRIC POWER CO","0000004904","American Electric Power Co Inc"
31dec2006,2006,"VMED","VIRGIN MEDIA INC","0001270400","Virgin Media Inc"
31dec2001,2001,"EXC1","PECO ENERGY CO","0000078100","PECO Energy Co"
31dec2009,2009,"ENDP","ENDO INTERNATIONAL PLC","0001593034","Endo International plc"
31dec2002,2002,"AEP12","PUBLIC SERVICE CO OF OKLA","0000081027","Public Service Co of Oklahoma"
31dec2002,2002,"AEP13","SOUTHWESTERN ELECTRIC PWR CO","0000092487","Southwestern Electric Power Co"
31dec2014,2014,"TELNY","TELENOR ASA","0001126113","Telenor ASA"
31dec2002,2002,"CNO","CNO FINANCIAL GROUP INC","0001224608","CNO Financial Group Inc"
31dec2006,2006,"WCRX","WARNER CHILCOTT PLC","0001323854","Warner Chilcott Plc"
31dec2007,2007,"STAR","ISTAR INC","0001095651","iStar Inc"
31mar2002,2001,"HTHIY","HITACHI LTD","0000047710","Hitachi Ltd"
31mar2008,2007,"IBN","ICICI BANK LTD","0001103838","Icici Bank Ltd"
31dec2014,2014,"ERIC","TELEFONAKTIEBOLAGET LM ERICS","0000717826","Telefonaktiebolaget LM Ericsson"
31dec2008,2008,"BAK","BRASKEM SA","0001071438","Braskem SA"
31dec2006,2006,"NTRS","NORTHERN TRUST CORP","0000073124","Northern Trust Corp"
31dec2016,2016,"CHU","CHINA UNICOM (HONG KONG) LTD","0001113866","China Unicom (Hong Kong) Ltd"
31dec2008,2008,"STD1","SANTANDER UK PLC","0001087711","Santander UK PLC"
31dec2003,2003,"T","AT&T INC","0000732717","AT&T Inc"
31dec2015,2015,"RTX","RAYTHEON TECHNOLOGIES CORP","0000101829","Raytheon Technologies Corp"
31dec2011,2011,"9845B","NEW YORK LIFE INSURANCE","0000071633","New York Life Insurance Co"
31dec2004,2004,"NFB","NORTH FORK BANCORPORATION","0000352510","North Fork Bancorporation Inc."
31mar2008,2007,"BTY10","BT GROUP PLC","0000756620","BT Group PLC"
31dec2016,2016,"CDNS","CADENCE DESIGN SYSTEMS INC","0000813672","Cadence Design Systems Inc"
31dec2015,2015,"CAJ","CANON INC","0000016988","Canon Inc"
31dec2010,2010,"TPC","TUTOR PERINI CORP","0000077543","Tutor Perini Corp"
31dec2010,2010,"YELL","YELLOW CORP","0000716006","Yellow Corp"
31dec2001,2001,"ELLH","ELAH HOLDINGS INC","0000038984","Elah Holdings Inc"
31dec2013,2013,"BAYRY","BAYER AG","0000790075","Bayer AG"
31dec2002,2002,"EIX1","SOUTHERN CALIFORNIA EDISON","0000092103","Southern California Edison"
30jun2015,2015,"SMSMY","SIMS LTD","0000928366","Sims Ltd - ADR"
31dec2001,2001,"CFC.3","COUNTRYWIDE FINANCIAL CORP","0000025191","Countrywide Financial Corp"
31dec2009,2009,"FTO","FRONTIER OIL CORP","0000110430","Frontier Oil Corp."
31dec2006,2006,"DD","DUPONT DE NEMOURS INC","0001666700","DuPont  De Nemours Inc"
31dec2015,2015,"TIIAY","TELECOM ITALIA SPA","0000948642","Telecom Italia SPA"
31dec2009,2009,"LUXTY","LUXOTTICA GROUP SPA","0000857471","Luxottica Group SPA, Milano"
31dec2006,2006,"CI","CIGNA CORP","0001739940","Cigna Corp"
31oct2001,2001,"NAV","NAVISTAR INTERNATIONAL CORP","0000808450","Navistar International Corp"
31dec2004,2004,"MOGN","MGI PHARMA INC","0000702131","MGI PHARMA Inc"
31dec2007,2007,"CLS","CELESTICA INC","0001030894","Celestica Inc"
30sep2001,2001,"AAPL","APPLE INC","0000320193","Apple Inc"
31dec2016,2016,"RNST","RENASANT CORP","0000715072","Renasant Corp"
31dec2015,2015,"CHFC","CHEMICAL FINANCIAL CORP","0000814184","Chemical Financial Corp"
31dec2008,2008,"TMICY","TREND MICRO INC","0001089463","Trend Micro Inc"
31dec2012,2012,"UTHR","UNITED THERAPEUTICS CORP","0001082554","United Therapeutics Corp"
31dec2011,2011,"ABBV","ABBVIE INC","0001551152","AbbVie Inc"
30sep2004,2004,"CZLNF","CELANESE AG","0001095442","Celanese AG"
31dec2015,2015,"AZN","ASTRAZENECA PLC","0000901832","Astrazeneca PLC"
31dec2001,2001,"UBMPY","UBM PLC","0000813811","UBM PLC"
31dec2003,2003,"IP","INTL PAPER CO","0000051434","International Paper Co"
31dec2016,2016,"AMEZY.1","AMEC FOSTER WHEELER PLC","0001328798","AMEC Foster Wheeler Plc"
31dec2008,2008,"JNPR","JUNIPER NETWORKS INC","0001043604","Juniper Networks Inc"
31dec2005,2005,"ELUXY","ELECTROLUX AB","0000813810","Electrolux AB"
31jan2010,2009,"CRM","SALESFORCE.COM INC","0001108524","salesforce.com Inc"
31dec2012,2012,"AIBYY","AIB GROUP PLC","0001728918","AIB Group PLC"
31dec2002,2002,"HES","HESS CORP","0000004447","Hess Corp"
31dec2012,2012,"IVR","INVESCO MORTGAGE CAPITAL INC","0001437071","Invesco Mortgage Capital Inc"
30sep2007,2007,"SANM","SANMINA CORP","0000897723","Sanmina Corp"
31dec2016,2016,"BOKF","BOK FINANCIAL CORP","0000875357","BOK Financial Corp"
31mar2012,2011,"TKOMY","TOKIO MARINE HOLDINGS INC","0001169486","Tokio Marine Holdings Inc"
31dec2012,2012,"RIO","RIO TINTO GROUP","0000863064","Rio Tinto Group"
31dec2016,2016,"EOG","EOG RESOURCES INC","0000821189","EOG Resources Inc."
30jun2001,2001,"LLTC","LINEAR TECHNOLOGY CORP","0000791907","Linear Technology Corp"
31dec2010,2010,"GD","GENERAL DYNAMICS CORP","0000040533","General Dynamics Corp"
30jun2001,2001,"VTRU.1","VERTRUE INC","0001020996","Vertrue Inc"
31mar2008,2007,"IX","ORIX CORP","0001070304","Orix Corp"
31dec2006,2006,"KMP","KINDER MORGAN ENERGY  -LP","0000888228","Kinder Morgan Energy Partners LP"
31mar2004,2003,"IX","ORIX CORP","0001070304","Orix Corp"
31dec2012,2012,"USB","US BANCORP","0000036104","U.S. Bancorp"
31jan2004,2003,"ABS.1","ALBERTSON'S INC","0000003333","Albertson's Inc."
31dec2009,2009,"CNP3","CENTERPOINT ENERGY RES CORP","0001042773","Centerpoint Energy Resources Corp"
31dec2013,2013,"MET2","BRIGHTHOUSE LIFE INSURNCE CO","0000733076","MetLife Insurance Company USA"
31dec2014,2014,"HOMB","HOME BANCSHARES INC","0001331520","Home Bancshares Inc"
31dec2008,2008,"VC","VISTEON CORP","0001111335","Visteon Corp."
31jan2005,2004,"ADSK","AUTODESK INC","0000769397","Autodesk Inc."
31jan2017,2016,"SPLK","SPLUNK INC","0001353283","Splunk Inc"
31dec2008,2008,"PGR","PROGRESSIVE CORP-OHIO","0000080661","Progressive Corp (The)"
31dec2016,2016,"WMMVY","WAL MART DE MEXICO SA","0001042347","Wal-Mart De Mexico SA De Cv, Mexico"
31dec2002,2002,"PUK","PRUDENTIAL PLC","0001116578","Prudential PLC"
31jul2009,2009,"FERG","FERGUSON PLC","0001714179","Ferguson PLC"
31may2014,2013,"DRI","DARDEN RESTAURANTS INC","0000940944","Darden Restaurants Inc."
31dec2005,2005,"SEOAY","STORA ENSO OYJ","0001107458","Stora Enso OYJ, Helsinki"
31dec2008,2008,"SAP","SAP SE","0001000184","SAP SE"
31dec2016,2016,"PCAR","PACCAR INC","0000075362","PACCAR Inc"
31dec2005,2005,"BG","BUNGE LTD","0001144519","Bunge Ltd"
31dec2013,2013,"GM2","GENERAL MOTORS FINL CO INC","0000804269","General Motors Financial Co Inc"
31dec2007,2007,"ALL","ALLSTATE CORP","0000899051","Allstate Corp (The)"
31dec2016,2016,"PACW","PACWEST BANCORP","0001102112","PacWest Bancorp"
31dec2016,2016,"CBU","COMMUNITY BANK SYSTEM INC","0000723188","Community Bank System Inc."
31dec2011,2011,"CHA","CHINA TELECOM CORP LTD","0001191255","China Telecom Corp Ltd"
31dec2014,2014,"VEOEY","VEOLIA ENVIRONNEMENT","0001160110","Veolia Environnement, Paris"
31dec2015,2015,"SPXC","SPX CORP","0000088205","SPX Corp"
31dec2015,2015,"FLR","FLUOR CORP","0001124198","Fluor Corp"
31dec2011,2011,"GOLD","BARRICK GOLD CORP","0000756894","Barrick Gold Corp"
31dec2016,2016,"LIVN","LIVANOVA PLC","0001639691","LivaNova PLC"
31dec2001,2001,"NFX","NEWFIELD EXPLORATION CO","0000912750","Newfield Exploration Co"
31dec2015,2015,"ESI","ELEMENT SOLUTIONS INC","0001590714","Element Solutions Inc"
30jun2013,2013,"EL","ESTEE LAUDER COMPANIES INC","0001001250","Estee Lauder Cos Inc (The)"
31dec2001,2001,"VRSN","VERISIGN INC","0001014473","Verisign Inc"
31dec2001,2001,"AIG1","INTL LEASE FINANCE CORP","0000714311","International Lease Finance Corp"
31dec2005,2005,"MWV","MEADWESTVACO CORP","0001159297","MeadWestvaco Corp"
31dec2012,2012,"EEP","ENBRIDGE ENERGY PRTNRS  -LP","0000880285","Enbridge Energy Partners LP"
31dec2016,2016,"FHB","FIRST HAWAIIAN INC","0000036377","First Hawaiian Inc"
31dec2016,2016,"AVAL","GRUPO AVAL ACCIONES VALORES","0001504764","Grupo Aval Acciones Y Valores Grupo, Bogota"
31dec2015,2015,"NIHD","NII HOLDINGS INC","0001037016","NII Holdings Inc"
31dec2002,2002,"SRE","SEMPRA ENERGY","0001032208","Sempra Energy"
31dec2006,2006,"TLK","TELEKOMUNIKASI INDONESIA","0001001807","PT Telekomunikasi Indonesia (Persero) TBK"
31mar2016,2015,"VEDL","VEDANTA LTD","0001370431","Vedanta Ltd"
31dec2009,2009,"DNKEY","DANSKE BANK AS","0000800177","Danske Bank As"
31dec2003,2003,"UL.1","UNILEVER PLC","","Unilever PLC"
31dec2008,2008,"DANOY","DANONE SA","0001048515","Danone SA"
31dec2001,2001,"2289B","TRUE VALUE CO","0000025095","True Value Co"
31dec2009,2009,"CIM","CHIMERA INVESTMENT CORP","0001409493","Chimera Investment Corp"
31dec2008,2008,"FMOG","FREEPORT MCMRN OIL&GAS -REDH","0001645676","Freeport-McMoRan Oil & Gas Inc"
30jun2001,2001,"EL","ESTEE LAUDER COMPANIES INC","0001001250","Estee Lauder Cos Inc (The)"
31dec2009,2009,"PHM","PULTEGROUP INC","0000822416","PulteGroup Inc"
31dec2003,2003,"PPP.3","POGO PRODUCING CO","0000230463","Pogo Producing Co"
31dec2005,2005,"BMNM","BIMINI CAPITAL MANAGEMENT","0001275477","Bimini Capital Management Inc"
31aug2009,2009,"MON.1","MONSANTO CO","0001110783","Monsanto Co"
31dec2016,2016,"BDRBF","BOMBARDIER INC  -CL B","0000878334","Bombardier Inc"
31dec2004,2004,"SFE","SAFEGUARD SCIENTIFICS INC","0000086115","Safeguard Scientifics Inc."
28feb2013,2012,"BB","BLACKBERRY LTD","0001070235","BlackBerry Ltd"
31dec2002,2002,"HBC1","HSBC FINANCE CORP","0000354964","HSBC Finance Corp"
31dec2011,2011,"ENLAY","ENEL SPA","0001096200","Enel Ente Nazionale Per L'Energia Elettrica SPA, Roma"
31jan2006,2005,"BDRBF","BOMBARDIER INC  -CL B","0000878334","Bombardier Inc"
30sep2003,2003,"QCOM","QUALCOMM INC","0000804328","QUALCOMM Inc."
31mar2013,2012,"KMTUY","KOMATSU LTD","0000056594","Komatsu Ltd"
31dec2005,2005,"BBX","BBX CAPITAL CORP","","BBX Capital Corp"
28feb2011,2010,"BBY","BEST BUY CO INC","0000764478","Best Buy Co Inc"
30sep2010,2010,"SIEGY","SIEMENS AG","0001135644","Siemens AG"
31jul2010,2010,"FERG","FERGUSON PLC","0001714179","Ferguson PLC"
31dec2008,2008,"WMMVY","WAL MART DE MEXICO SA","0001042347","Wal-Mart De Mexico SA De Cv, Mexico"
31dec2015,2015,"WTFC","WINTRUST FINANCIAL CORP","0001015328","Wintrust Financial Corp."
31dec2009,2009,"FMOG","FREEPORT MCMRN OIL&GAS -REDH","0001645676","Freeport-McMoRan Oil & Gas Inc"
31dec2002,2002,"EMRG","EMERGE INTERACTIVE INC","0001092605","eMerge Interactive Inc"
31mar2007,2006,"AGYS","AGILYSYS INC","0000078749","Agilysys Inc"
31dec2008,2008,"SNN","SMITH & NEPHEW PLC","0000845982","Smith & Nephew PLC"
30jun2010,2010,"SYY","SYSCO CORP","0000096021","Sysco Corporation"
31dec2009,2009,"KOF","COCA-COLA FEMSA SAB DE CV","0000910631","Coca-Cola Femsa SAB De CV"
31dec2015,2015,"AM.2","ANTERO MIDSTREAM PARTNERS LP","0001598968","Antero Midstream Partners LP"
31dec2007,2007,"AIBYY","AIB GROUP PLC","0001728918","AIB Group PLC"
31dec2012,2012,"QIHU","360 SECURITY TECHNOLOGY INC","0001508913","360 Security Technology Inc"
31dec2005,2005,"EDS.","ELECTRONIC DATA SYSTEMS CORP","0001007456","Electronic Data Systems Corp"
31dec2009,2009,"AE","ADAMS RESOURCES & ENERGY INC","0000002178","Adams Resources & Energy Inc."
31dec2004,2004,"EOG","EOG RESOURCES INC","0000821189","EOG Resources Inc."
30jun2016,2016,"SMSMY","SIMS LTD","0000928366","Sims Ltd - ADR"
31dec2005,2005,"RANKY","RANK GROUP PLC","0001026291","Rank Group PLC"
31dec2015,2015,"CNP3","CENTERPOINT ENERGY RES CORP","0001042773","Centerpoint Energy Resources Corp"
31dec2001,2001,"NWA","NORTHWEST AIRLINES CORP","0001058033","Northwest Airlines Corp"
31dec2016,2016,"AA","ALCOA CORP","0001675149","Alcoa Corp"
31dec2005,2005,"AGN.2","ALLERGAN INC","0000850693","Allergan Inc."
31dec2016,2016,"BUSE","FIRST BUSEY CORP","0000314489","First Busey Corp"
31jan2017,2016,"SPLS","STAPLES INC","0000791519","Staples Inc."
31jan2016,2015,"SPLK","SPLUNK INC","0001353283","Splunk Inc"
31dec2006,2006,"WMB","WILLIAMS COS INC","0000107263","Williams Cos Inc. (The)"
31dec2012,2012,"LLL.1","L3 TECHNOLOGIES INC","0001039101","L3 Technologies Inc"
31dec2008,2008,"ORAN","ORANGE","0001038143","ORANGE"
31dec2013,2013,"PBR","PETROLEO BRASILEIRO SA- PETR","0001119639","Petroleo Brasileiro S.A.- Petrobras"
31mar2011,2010,"BTY10","BT GROUP PLC","0000756620","BT Group PLC"
30jun2012,2012,"TPR","TAPESTRY INC","0001116132","Tapestry Inc"
31dec2007,2007,"UBB","UNIBANCO UNIAO DE BANCO","0001038583","Unibanco Uniao De Bancos Brasileiros SA"
31dec2012,2012,"NC","NACCO INDUSTRIES  -CL A","0000789933","NACCO Industries Inc."
31dec2014,2014,"SNECQ","SANCHEZ ENERGY CORP","0001528837","Sanchez Energy Corp"
31dec2005,2005,"MO","ALTRIA GROUP INC","0000764180","Altria Group Inc"
31dec2002,2002,"AHM.2","AMERSHAM PLC","0001041799","Amersham PLC"
31dec2013,2013,"ANRZQ","ALPHA NATURAL RESOURCES INC","0001301063","Alpha Natural Resources Inc"
31dec2007,2007,"1631B","INTELSAT INVESTMENTS SA","0001156871","Intelsat Investments SA"
31dec2007,2007,"WMB","WILLIAMS COS INC","0000107263","Williams Cos Inc. (The)"
31dec2002,2002,"POM2","CONECTIV INC","0001029590","Conectiv Inc"
31dec2008,2008,"EMC","EMC CORP/MA","0000790070","EMC Corp"
31dec2010,2010,"CRH","CRH PLC","0000849395","CRH PLC"
31dec2015,2015,"SYK","STRYKER CORP","0000310764","Stryker Corp"
31dec2012,2012,"LUMN","LUMEN TECHNOLOGIES INC","0000018926","Lumen Technologies Inc"
31dec2014,2014,"HEINY","HEINEKEN NV","0001088753","Heineken NV"
31dec2006,2006,"CBH.1","COMMERCE BANCORP INC/NJ","0000715096","Commerce Bancorp Inc."
31dec2008,2008,"TIGO","MILLICOM INTL CELLULAR SA","0000912958","Millicom International Cellular SA"
31mar2006,2005,"JALSQ","JAPAN AIRLINES CO LTD","0000800673","Japan Airlines Co Ltd"
31jan2008,2007,"ADSK","AUTODESK INC","0000769397","Autodesk Inc."
31dec2003,2003,"BR.2","BURLINGTON RESOURCES INC","0000833320","Burlington Resources Inc"
31aug2007,2007,"ETP","ENERGY TRANSFER PARTNERS -LP","0001161154","Energy Transfer Partners LP"
31aug2007,2007,"ET","ENERGY TRANSFER LP","0001276187","Energy Transfer LP"
28feb2002,2001,"IYCLY","ITO-YOKADO CO LTD","0000352353","Ito-Yokado Co Ltd"
31aug2011,2011,"SHAW","SHAW GROUP INC","0000914024","Shaw Group Inc. (The)"
31dec2015,2015,"OZK","BANK OZK","0001569650","Bank OZK"
31dec2014,2014,"ELUXY","ELECTROLUX AB","0000813810","Electrolux AB"
31dec2011,2011,"GD","GENERAL DYNAMICS CORP","0000040533","General Dynamics Corp"
31dec2001,2001,"BKH1","BLACK HILLS POWER INC","0000012400","Black Hills Power Inc"
31dec2001,2001,"6027B","SSI INVESTMENTS II LTD","0001501919","SSI Investments II Ltd"
31dec2012,2012,"DD.2","DU PONT (E I) DE NEMOURS","0000030554","E. I. du Pont de Nemours and Co"
31dec2006,2006,"VIV.3","VIVO PARTICIPACOES SA","0001071337","VIVO Participacoes SA"
31dec2002,2002,"MAXX","MAXXAM INC","0000063814","MAXXAM Inc."
31dec2006,2006,"THC","TENET HEALTHCARE CORP","0000070318","Tenet Healthcare Corp"
31dec2006,2006,"NBL","NOBLE ENERGY INC","0000072207","Noble Energy Inc"
31dec2010,2010,"ENLAY","ENEL SPA","0001096200","Enel Ente Nazionale Per L'Energia Elettrica SPA, Roma"
31dec2013,2013,"GSK","GLAXOSMITHKLINE PLC","0001131399","Glaxosmithkline PLC"
31dec2009,2009,"NUVA","NUVASIVE INC","0001142596","NuVasive Inc"
30jun2005,2005,"EL","ESTEE LAUDER COMPANIES INC","0001001250","Estee Lauder Cos Inc (The)"
31dec2011,2011,"BAC2","MERRILL LYNCH & CO INC","0000065100","Merrill Lynch & Co Inc"
31dec2007,2007,"AA.3","ALCOA INC","","Alcoa Inc"
31dec2016,2016,"SUPN","SUPERNUS PHARMACEUTICALS INC","0001356576","Supernus Pharmaceuticals Inc"
31mar2014,2013,"IX","ORIX CORP","0001070304","Orix Corp"
31dec2014,2014,"9462B","PROSPER MARKETPLACE INC","0001416265","Prosper Marketplace Inc"
31dec2016,2016,"CRC","CALIFORNIA RESOURCES CORP","0001609253","California Resources Corp"
31dec2004,2004,"DD.2","DU PONT (E I) DE NEMOURS","0000030554","E. I. du Pont de Nemours and Co"
31jan2014,2013,"PVH","PVH CORP","0000078239","PVH Corp"
31dec2002,2002,"CEO","CNOOC LTD","0001095595","Cnooc Ltd"
31dec2015,2015,"CRC","CALIFORNIA RESOURCES CORP","0001609253","California Resources Corp"
31dec2016,2016,"YELP","YELP INC","0001345016","Yelp Inc"
31dec2004,2004,"UMC","UNITED MICROELECTRONICS CORP","0001033767","United Microelectronics Corp"
31dec2004,2004,"CTB","COOPER TIRE & RUBBER CO","0000024491","Cooper Tire & Rubber Co"
31dec2007,2007,"KMI","KINDER MORGAN INC","0001506307","Kinder Morgan Inc."
31dec2011,2011,"RTN","RAYTHEON CO","0001047122","Raytheon Co."
31dec2008,2008,"SAH","SONIC AUTOMOTIVE INC  -CL A","0001043509","Sonic Automotive Inc."
31dec2006,2006,"LMT","LOCKHEED MARTIN CORP","0000936468","Lockheed Martin Corp"
31dec2004,2004,"LFC","CHINA LIFE INSURANCE (CHN)","0001268896","China Life Insurance Co Ltd"
31jan2007,2006,"ADSK","AUTODESK INC","0000769397","Autodesk Inc."
31dec2009,2009,"VC","VISTEON CORP","0001111335","Visteon Corp."
31dec2005,2005,"DBSDY","DBS GROUP HOLDINGS LTD","0000882617","DBS Group Holdings Ltd"
30sep2003,2003,"WBK","WESTPAC BANKING","0000719245","Westpac Banking Corp"
31dec2001,2001,"CDSCY","CADBURY PLC","0000744473","Cadbury PLC"
31dec2006,2006,"TSM","TAIWAN SEMICONDUCTOR MFG CO","0001046179","Taiwan Semiconductor Manufacturing Co Ltd"
31jan2004,2003,"KR","KROGER CO","0000056873","Kroger Co. (The)"
31dec2016,2016,"DK","DELEK US HOLDINGS INC","0001694426","Delek US Holdings Inc"
30sep2010,2010,"DLB","DOLBY LABORATORIES INC","0001308547","Dolby Laboratories Inc"
31dec2009,2009,"UPS","UNITED PARCEL SERVICE INC","0001090727","United Parcel Service Inc"
31dec2014,2014,"GM2","GENERAL MOTORS FINL CO INC","0000804269","General Motors Financial Co Inc"
31dec2004,2004,"XTO","XTO ENERGY INC","0000868809","XTO Energy Inc."
31dec2014,2014,"TWTR","TWITTER INC","0001418091","Twitter Inc"
31dec2001,2001,"LMT","LOCKHEED MARTIN CORP","0000936468","Lockheed Martin Corp"
31dec2015,2015,"CXRXF","ADVANZ PHARMA CORP LTD","0001642271","Advanz Pharma Corp Ltd"
31dec2016,2016,"AMAG","AMAG PHARMACEUTICALS INC","0000792977","AMAG Pharmaceuticals Inc"
31mar2002,2001,"ESALY","EISAI CO LTD","0000948406","Eisai Co Ltd"
31dec2009,2009,"SHPG","SHIRE PLC","0000936402","Shire PLC"
